id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,item_group_id,google_product_category,product_type,color,size,gender,age_group,material,pattern,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
268,Roze blouse met kant (L),Fuchsia blouse met een verfijnde kanten halslijn. Een klassieker met een moderne twist — vrouwelijk en romantisch.,in stock,new,32.50 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-blouse-met-kant-129?attribute_values=3,https://www.lou-marie.be/web/image/product.product/268/image_1920?unique=ba5b7a2,https://www.lou-marie.be/web/image/product.image/137/image_1920?unique=c27dc59,Lou-Marie,129,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,roze,L,female,adult,kant,,,tot 25,Blouses en tops,aanbieding,
263,Roze gilet gebreid,"Fuchsia gebreide débardeur in een zachte stof met fijne afwerking. Comfortabele fit en een warme, elegante herfstlook.",in stock,new,39.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/roze-gilet-gebreid-127?attribute_values=9,https://www.lou-marie.be/web/image/product.product/263/image_1920?unique=0b4f823,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,roze,one size,female,adult,gebreid,,Laatste stuk,25 tot 40,Truien en vesten,aanbieding,
67,Roze glittertrui met wijde mouwen,Stijlvolle gebreide trui met een prachtig vleugelpatroon op de schouder. Perfect voor een trendy en elegante look.,in stock,new,39.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/roze-glittertrui-met-wijde-mouwen-33?attribute_values=9,https://www.lou-marie.be/web/image/product.product/67/image_1920?unique=eaf19e5,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,roze,one size,female,adult,gebreid,,,25 tot 40,Truien en vesten,aanbieding,
204,Roze jurk print,Roze zomerjurk met print die sierlijk meebeweegt. Luchtig en vrouwelijk — de jurk waar je deze zomer niet meer uit wil.,in stock,new,39.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/roze-jurk-print-102?attribute_values=9,https://www.lou-marie.be/web/image/product.product/204/image_1920?unique=5bceb7f,"https://www.lou-marie.be/web/image/product.image/274/image_1920?unique=251115f,https://www.lou-marie.be/web/image/product.image/275/image_1920?unique=251115f",Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,roze,one size,female,adult,,,Laatste stuk,25 tot 40,Jurken,aanbieding,
278,Roze kanten blouse,Roze kanten blouse met verfijnde afwerking. Een eyecatcher voor elke gelegenheid waar je net dat beetje extra wil uitstralen.,in stock,new,35.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/roze-kanten-blouse-136?attribute_values=3,https://www.lou-marie.be/web/image/product.product/278/image_1920?unique=ea7c55c,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,roze,L,female,adult,kant,,Laatste stuk,25 tot 40,Blouses en tops,aanbieding,
290,Roze sjaal,"Dubbelzijdige sjaal in lichtroze en wit. Twee zachte, vrouwelijke tinten die moeiteloos bij elkaar passen.",in stock,new,14.95 EUR,12.00 EUR,https://www.lou-marie.be/nl/shop/roze-sjaal-148?attribute_values=9,https://www.lou-marie.be/web/image/product.product/290/image_1920?unique=1e536ae,"https://www.lou-marie.be/web/image/product.image/164/image_1920?unique=12ee3aa,https://www.lou-marie.be/web/image/product.image/204/image_1920?unique=3b8a9f7",Lou-Marie,,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,Sjaals,roze,one size,female,adult,,,,tot 25,Sjaals,aanbieding,
200,Roze sweater,"Felroze sweater in een zachte, cozy stof. Supercomfortabel en helemaal on-trend — je warme laag voor koelere dagen.",in stock,new,34.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-sweater-98?attribute_values=9,https://www.lou-marie.be/web/image/product.product/200/image_1920?unique=f1d288c,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,roze,one size,female,adult,,,Laatste stuk,tot 25,Truien en vesten,aanbieding,
191,Roze t-shirt 'Essential soul',Fuchsia t-shirt met zilverkleurige print 'Essential Soul'. Een levendige statement piece die je outfit meteen een boost geeft.,in stock,new,34.95 EUR,20.00 EUR,https://www.lou-marie.be/nl/shop/roze-t-shirt-essential-soul-89?attribute_values=9,https://www.lou-marie.be/web/image/product.product/191/image_1920?unique=07a57a6,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,roze,one size,female,adult,,,,tot 25,T-shirts,aanbieding,
43,Roze vest gebreid,"Luchtig en stijlvol lichtgebreid vest, ideaal voor frisse lentedagen. Gemaakt van een comfortabele mix van polyamide, polyester, wol en elastaan voor een zachte en soepele pasvorm. Perfect voor een moeiteloze en elegante look.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-vest-gebreid-29?attribute_values=9,https://www.lou-marie.be/web/image/product.product/43/image_1920?unique=98c6999,"https://www.lou-marie.be/web/image/product.image/11/image_1920?unique=614e13b,https://www.lou-marie.be/web/image/product.image/13/image_1920?unique=446feb1",Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,roze,one size,female,adult,gebreid,,,tot 25,Truien en vesten,aanbieding,
212,Roze zomerjurk tetra,"Korte roze zomerjurk in zachte, ademende tetrastof. Effen, elegant en heerlijk comfortabel op de warmere dagen.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-zomerjurk-tetra-108?attribute_values=9,https://www.lou-marie.be/web/image/product.product/212/image_1920?unique=186862d,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,roze,one size,female,adult,,,,tot 25,Jurken,aanbieding,
208,Roze zomershort bloemen & glitter (S/M),"Roze zomershort met bloemenprint en een subtiele gouden glans. Licht, vrolijk en zomers — ideaal voor vakantie of een warme dag.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-zomershort-bloemen-glitter-106?attribute_values=15,https://www.lou-marie.be/web/image/product.product/208/image_1920?unique=faa52d2,https://www.lou-marie.be/web/image/product.image/120/image_1920?unique=64b7742,Lou-Marie,106,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",roze,S/M,female,adult,,bloemenprint,,tot 25,"Broeken, shorts en rokken",aanbieding,
209,Roze zomershort bloemen & glitter (M/L),"Roze zomershort met bloemenprint en een subtiele gouden glans. Licht, vrolijk en zomers — ideaal voor vakantie of een warme dag.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-zomershort-bloemen-glitter-106?attribute_values=16,https://www.lou-marie.be/web/image/product.product/209/image_1920?unique=faa52d2,https://www.lou-marie.be/web/image/product.image/120/image_1920?unique=64b7742,Lou-Marie,106,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",roze,M/L,female,adult,,bloemenprint,,tot 25,"Broeken, shorts en rokken",aanbieding,
139,"Straight fit jeans, groen (42)",Een perfecte balans tussen stijl en comfort voor een moeiteloos chique look.,in stock,new,49.95 EUR,30.00 EUR,https://www.lou-marie.be/nl/shop/straight-fit-jeans-groen-58?attribute_values=13,https://www.lou-marie.be/web/image/product.product/139/image_1920?unique=4592624,https://www.lou-marie.be/web/image/product.image/151/image_1920?unique=47082b6,Lou-Marie,58,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",groen,42,female,adult,,,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
140,"Straight fit jeans, groen (44)",Een perfecte balans tussen stijl en comfort voor een moeiteloos chique look.,in stock,new,49.95 EUR,30.00 EUR,https://www.lou-marie.be/nl/shop/straight-fit-jeans-groen-58?attribute_values=14,https://www.lou-marie.be/web/image/product.product/140/image_1920?unique=4592624,https://www.lou-marie.be/web/image/product.image/151/image_1920?unique=47082b6,Lou-Marie,58,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",groen,44,female,adult,,,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
313,"Stretch pantalon met tailleriem, oudroze (S)","Oudroze stretchpantalon met bijhorende tailleriem. De soepele stretchstof beweegt moeiteloos met je mee en de zachte kleur geeft je outfit een frisse, elegante uitstraling.",in stock,new,54.95 EUR,44.00 EUR,https://www.lou-marie.be/nl/shop/stretch-pantalon-met-tailleriem-oudroze-162?attribute_values=1,https://www.lou-marie.be/web/image/product.product/313/image_1920?unique=ad9fa0b,"https://www.lou-marie.be/web/image/product.image/241/image_1920?unique=7452a52,https://www.lou-marie.be/web/image/product.image/242/image_1920?unique=7452a52",Lou-Marie,162,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",oudroze,S,female,adult,,,ads,40 tot 55,"Broeken, shorts en rokken",aanbieding,
314,"Stretch pantalon met tailleriem, oudroze (M)","Oudroze stretchpantalon met bijhorende tailleriem. De soepele stretchstof beweegt moeiteloos met je mee en de zachte kleur geeft je outfit een frisse, elegante uitstraling.",in stock,new,54.95 EUR,44.00 EUR,https://www.lou-marie.be/nl/shop/stretch-pantalon-met-tailleriem-oudroze-162?attribute_values=2,https://www.lou-marie.be/web/image/product.product/314/image_1920?unique=ad9fa0b,"https://www.lou-marie.be/web/image/product.image/241/image_1920?unique=7452a52,https://www.lou-marie.be/web/image/product.image/242/image_1920?unique=7452a52",Lou-Marie,162,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",oudroze,M,female,adult,,,ads,40 tot 55,"Broeken, shorts en rokken",aanbieding,
309,"Stretch pantalon, wit (S)","Witte stretchpantalon met een tijdloze snit en comfortabele pasvorm. Fris, stijlvol en eindeloos te combineren — met sneakers en een luchtige top, of net iets netter met een hak.",in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/stretch-pantalon-wit-161?attribute_values=1,https://www.lou-marie.be/web/image/product.product/309/image_1920?unique=94449a9,,Lou-Marie,161,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",wit,S,female,adult,,,ads,40 tot 55,"Broeken, shorts en rokken",aanbieding,
310,"Stretch pantalon, wit (M)","Witte stretchpantalon met een tijdloze snit en comfortabele pasvorm. Fris, stijlvol en eindeloos te combineren — met sneakers en een luchtige top, of net iets netter met een hak.",in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/stretch-pantalon-wit-161?attribute_values=2,https://www.lou-marie.be/web/image/product.product/310/image_1920?unique=94449a9,,Lou-Marie,161,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",wit,M,female,adult,,,ads,40 tot 55,"Broeken, shorts en rokken",aanbieding,
311,"Stretch pantalon, wit (L)","Witte stretchpantalon met een tijdloze snit en comfortabele pasvorm. Fris, stijlvol en eindeloos te combineren — met sneakers en een luchtige top, of net iets netter met een hak.",in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/stretch-pantalon-wit-161?attribute_values=3,https://www.lou-marie.be/web/image/product.product/311/image_1920?unique=94449a9,,Lou-Marie,161,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",wit,L,female,adult,,,ads,40 tot 55,"Broeken, shorts en rokken",aanbieding,
303,Sweater lichtblauw,"Lichtblauwe oversized sweater met tekstopdruk 'Le Marais'. Frisse kleur, minimalistische print en een heerlijk ruime pasvorm.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/sweater-lichtblauw-158?attribute_values=9,https://www.lou-marie.be/web/image/product.product/303/image_1920?unique=42b9b59,https://www.lou-marie.be/web/image/product.image/236/image_1920?unique=a0db4d9,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,lichtblauw,one size,female,adult,,,,25 tot 40,Truien en vesten,aanbieding,
302,Sweater lichtroze,"Lichtroze oversized sweater met tekstopdruk 'Le Marais'. Zachte kleur, minimalistische print en een heerlijk ruime pasvorm.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/sweater-lichtroze-157?attribute_values=9,https://www.lou-marie.be/web/image/product.product/302/image_1920?unique=efbac0a,"https://www.lou-marie.be/web/image/product.image/234/image_1920?unique=f2c00d9,https://www.lou-marie.be/web/image/product.image/235/image_1920?unique=f2c00d9",Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,lichtroze,one size,female,adult,,,,25 tot 40,Truien en vesten,aanbieding,
34,Top luipaardprint,Perfect te dragen met een jeans of rok voor een trendy look. Dankzij het rekbare materiaal past de top zich moeiteloos aan jouw lichaam aan.,in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/top-luipaardprint-20?attribute_values=9,https://www.lou-marie.be/web/image/product.product/34/image_1920?unique=d424786,https://www.lou-marie.be/web/image/product.image/218/image_1920?unique=c1485c4,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,,one size,female,adult,,luipaardprint,,25 tot 40,Blouses en tops,aanbieding,
6,Trui bloemenprint,"Deze comfortabele trui is een perfecte combinatie van stijl en zachtheid. De gebreide stof is versierd met een charmante bloemenprint in warme rood- en groentinten, ideaal voor een casual maar vrouwelijke look. Met een ronde hals en lange mouwen is deze trui veelzijdig te dragen, of het nu met een rok, jeans of leren broek is.",in stock,new,44.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/trui-bloemenprint-3?attribute_values=9,https://www.lou-marie.be/web/image/product.product/6/image_1920?unique=8eb4852,https://www.lou-marie.be/web/image/product.image/9/image_1920?unique=82b8b2c,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,rood,one size,female,adult,gebreid,bloemenprint,Laatste stuk,25 tot 40,Truien en vesten,aanbieding,
126,"Wide leg jeans, ecru/wit (38)","Deze jeans in ecru straalt een ontspannen elegantie uit. De twee voorzakken met gouden knopen zorgen voor een subtiel luxe detail, terwijl de decoratieve zak een verfijnde touch toevoegt zonder extra volume. De gerafelde zoom geeft deze veelzijdige broek een trendy, nonchalante uitstraling. Een perfecte balans tussen stijl en comfort voor een moeiteloos chique look.",in stock,new,54.95 EUR,35.00 EUR,https://www.lou-marie.be/nl/shop/wide-leg-jeans-ecru-wit-56?attribute_values=11,https://www.lou-marie.be/web/image/product.product/126/image_1920?unique=9276edb,"https://www.lou-marie.be/web/image/product.image/54/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/55/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/56/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/149/image_1920?unique=9b9fee5",Lou-Marie,56,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",ecru,38,female,adult,,,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
128,"Wide leg jeans, ecru/wit (42)","Deze jeans in ecru straalt een ontspannen elegantie uit. De twee voorzakken met gouden knopen zorgen voor een subtiel luxe detail, terwijl de decoratieve zak een verfijnde touch toevoegt zonder extra volume. De gerafelde zoom geeft deze veelzijdige broek een trendy, nonchalante uitstraling. Een perfecte balans tussen stijl en comfort voor een moeiteloos chique look.",in stock,new,54.95 EUR,35.00 EUR,https://www.lou-marie.be/nl/shop/wide-leg-jeans-ecru-wit-56?attribute_values=13,https://www.lou-marie.be/web/image/product.product/128/image_1920?unique=9276edb,"https://www.lou-marie.be/web/image/product.image/54/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/55/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/56/image_1920?unique=1396661,https://www.lou-marie.be/web/image/product.image/149/image_1920?unique=9b9fee5",Lou-Marie,56,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",ecru,42,female,adult,,,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
2,Wit gebreid vest striksluiting,Dit zachte open knit vest is een perfecte toevoeging aan je garderobe. De lichte en comfortabele stof voelt aangenaam aan en is ideaal voor laagjeslooks. Dankzij de neutrale kleur is het vest makkelijk te combineren met zowel casual als chique outfits. Een veelzijdig en tijdloos item voor elk seizoen.,in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-gebreid-vest-striksluiting-2?attribute_values=9,https://www.lou-marie.be/web/image/product.product/2/image_1920?unique=c25cd78,https://www.lou-marie.be/web/image/product.image/3/image_1920?unique=6f56b0a,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,wit,one size,female,adult,gebreid,,,tot 25,Truien en vesten,aanbieding,
297,Wit gebreide trui met kant & pailletten,Witte gebreide trui met kanten voorpand en pailletten in bladvorm. Romantisch en verfijnd — comfort en elegantie in één.,in stock,new,44.95 EUR,36.00 EUR,https://www.lou-marie.be/nl/shop/wit-gebreide-trui-met-kant-pailletten-152?attribute_values=9,https://www.lou-marie.be/web/image/product.product/297/image_1920?unique=38f4294,"https://www.lou-marie.be/web/image/product.image/229/image_1920?unique=876ff0a,https://www.lou-marie.be/web/image/product.image/230/image_1920?unique=876ff0a,https://www.lou-marie.be/web/image/product.image/231/image_1920?unique=876ff0a",Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,wit,one size,female,adult,gebreid,,,25 tot 40,Truien en vesten,aanbieding,
154,Wit jasje velours,"Wit bomberjack in corduroy. Licht van gewicht, comfortabele moderne pasvorm — ideaal voor voorjaar en zomer.",in stock,new,49.50 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/wit-jasje-velours-67?attribute_values=7,https://www.lou-marie.be/web/image/product.product/154/image_1920?unique=824d377,"https://www.lou-marie.be/web/image/product.image/105/image_1920?unique=45b5525,https://www.lou-marie.be/web/image/product.image/106/image_1920?unique=45b5525,https://www.lou-marie.be/web/image/product.image/148/image_1920?unique=5798f24",Lou-Marie,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,wit,XL,female,adult,ribfluweel,,,25 tot 40,Jassen en blazers,aanbieding,
193,Wit t-shirt croissant blauw,Wit t-shirt met blauwe 'Parisienne'-print en croissant. Een vleugje Franse flair voor je dagelijkse look.,in stock,new,29.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-croissant-blauw-91?attribute_values=9,https://www.lou-marie.be/web/image/product.product/193/image_1920?unique=94257e0,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,,tot 25,T-shirts,aanbieding,
194,Wit t-shirt croissant groen,Wit t-shirt met groene 'Parisienne'-print en croissant. Een vleugje Franse flair voor je dagelijkse look.,in stock,new,29.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-croissant-groen-92?attribute_values=9,https://www.lou-marie.be/web/image/product.product/194/image_1920?unique=a082a5a,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,,tot 25,T-shirts,aanbieding,
320,Wit t-shirt fiets blauw met strass,Wit t-shirt met blauwe fietsprint en subtiele strass-steentjes. De perfecte mix van casual en stijlvol.,in stock,new,34.95 EUR,29.95 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-fiets-blauw-met-strass-167?attribute_values=9,https://www.lou-marie.be/web/image/product.product/320/image_1920?unique=e3f284e,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,Lente/zomer 26,25 tot 40,T-shirts,aanbieding,
316,Wit t-shirt parfum lichtblauw,Wit t-shirt met lichtblauwe parfumflesjes-print. Minimalisme met een vleugje Franse charme.,in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-parfum-lichtblauw-163?attribute_values=9,https://www.lou-marie.be/web/image/product.product/316/image_1920?unique=cad2d08,https://www.lou-marie.be/web/image/product.image/249/image_1920?unique=f127426,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,,25 tot 40,T-shirts,aanbieding,
318,Wit t-shirt parfum roze,Wit t-shirt met roze parfumflesjes-print. Minimalisme met een vleugje Franse charme.,in stock,new,34.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-parfum-roze-165?attribute_values=9,https://www.lou-marie.be/web/image/product.product/318/image_1920?unique=d2f36a9,https://www.lou-marie.be/web/image/product.image/252/image_1920?unique=d56f7e7,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,Lente/zomer 26,tot 25,T-shirts,aanbieding,
280,Wit t-shirt print 'Dolce vita',"Wit t-shirt met speelse 'La dolce vita'-print in zachte katoen. Een ode aan het goede leven, comfortabel de hele dag.",in stock,new,29.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-print-dolce-vita-138?attribute_values=9,https://www.lou-marie.be/web/image/product.product/280/image_1920?unique=194d199,https://www.lou-marie.be/web/image/product.image/140/image_1920?unique=7b125c5,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,katoen,,,tot 25,T-shirts,aanbieding,
319,Wit t-shirt roze bloem strass,Wit t-shirt met een roze bloem afgewerkt in strass-steentjes. Allesbehalve basic — meteen een elegante touch.,in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/wit-t-shirt-roze-bloem-strass-166?attribute_values=9,https://www.lou-marie.be/web/image/product.product/319/image_1920?unique=1619d94,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,T-shirts,wit,one size,female,adult,,,Lente/zomer 26,25 tot 40,T-shirts,aanbieding,
78,Wit vest gebreid,"Luchtig en stijlvol lichtgebreid vest, ideaal voor frisse lentedagen. Gemaakt van een comfortabele mix van polyamide, polyester, wol en elastaan voor een zachte en soepele pasvorm. Perfect voor een moeiteloze en elegante look.",in stock,new,44.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/wit-vest-gebreid-40?attribute_values=9,https://www.lou-marie.be/web/image/product.product/78/image_1920?unique=79bf686,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,wit,one size,female,adult,gebreid,,,25 tot 40,Truien en vesten,aanbieding,
77,Wit vest glitter en gouden knopen,"Deze fur cardigan combineert luxe en comfort. Heerlijk zacht en stijlvol, perfect om elke outfit een elegante touch te geven.",in stock,new,59.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/wit-vest-glitter-en-gouden-knopen-39?attribute_values=9,https://www.lou-marie.be/web/image/product.product/77/image_1920?unique=29e0f37,https://www.lou-marie.be/web/image/product.image/213/image_1920?unique=0f46674,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,wit,one size,female,adult,,,,25 tot 40,Truien en vesten,aanbieding,
161,Wit zomershort (S),"Witte zomershort in een lichte, rekbare stof met elastische taille. Ademend en comfortabel — ideaal voor voorjaar en zomer.",in stock,new,29.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-zomershort-70?attribute_values=1,https://www.lou-marie.be/web/image/product.product/161/image_1920?unique=b701952,"https://www.lou-marie.be/web/image/product.image/71/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/72/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/73/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/74/image_1920?unique=23c89fe",Lou-Marie,70,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",wit,S,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
162,Wit zomershort (M),"Witte zomershort in een lichte, rekbare stof met elastische taille. Ademend en comfortabel — ideaal voor voorjaar en zomer.",in stock,new,29.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/wit-zomershort-70?attribute_values=2,https://www.lou-marie.be/web/image/product.product/162/image_1920?unique=b701952,"https://www.lou-marie.be/web/image/product.image/71/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/72/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/73/image_1920?unique=23c89fe,https://www.lou-marie.be/web/image/product.image/74/image_1920?unique=23c89fe",Lou-Marie,70,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",wit,M,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
264,Witte blouse met kant (S),Witte blouse met een verfijnde kanten halslijn. Een klassieker met een moderne twist — vrouwelijk en romantisch.,in stock,new,32.50 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/witte-blouse-met-kant-128?attribute_values=1,https://www.lou-marie.be/web/image/product.product/264/image_1920?unique=624afbd,"https://www.lou-marie.be/web/image/product.image/135/image_1920?unique=23832a3,https://www.lou-marie.be/web/image/product.image/136/image_1920?unique=23832a3,https://www.lou-marie.be/web/image/product.image/147/image_1920?unique=eb047de",Lou-Marie,128,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,wit,S,female,adult,kant,,,tot 25,Blouses en tops,aanbieding,
265,Witte blouse met kant (M),Witte blouse met een verfijnde kanten halslijn. Een klassieker met een moderne twist — vrouwelijk en romantisch.,in stock,new,32.50 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/witte-blouse-met-kant-128?attribute_values=2,https://www.lou-marie.be/web/image/product.product/265/image_1920?unique=624afbd,"https://www.lou-marie.be/web/image/product.image/135/image_1920?unique=23832a3,https://www.lou-marie.be/web/image/product.image/136/image_1920?unique=23832a3,https://www.lou-marie.be/web/image/product.image/147/image_1920?unique=eb047de",Lou-Marie,128,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,wit,M,female,adult,kant,,,tot 25,Blouses en tops,aanbieding,
288,Witte sjaal print,Superzachte sjaal in ecruwit met print. Een elegant accessoire dat bij zowat elke jas en trui past.,in stock,new,14.95 EUR,12.00 EUR,https://www.lou-marie.be/nl/shop/witte-sjaal-print-146?attribute_values=9,https://www.lou-marie.be/web/image/product.product/288/image_1920?unique=63c811b,"https://www.lou-marie.be/web/image/product.image/202/image_1920?unique=c715253,https://www.lou-marie.be/web/image/product.image/203/image_1920?unique=c715253",Lou-Marie,,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,Sjaals,wit,one size,female,adult,,,,tot 25,Sjaals,aanbieding,
216,Witte stretchtop glitter,Elegante ribgebreide tanktop met subtiele lurex details langs de hals en armsgaten. De fijne mesh afwerking geeft een verfijnde en vrouwelijke touch.,in stock,new,24.95 EUR,20.00 EUR,https://www.lou-marie.be/nl/shop/witte-stretchtop-glitter-31?attribute_values=16,https://www.lou-marie.be/web/image/product.product/216/image_1920?unique=60da64a,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,wit,M/L,female,adult,lurex,,,tot 25,Blouses en tops,aanbieding,
8,Witte trui kant,"Deze witte trui straalt eenvoud en verfijning uit dankzij de delicate breiwerkdetails rond de hals en mouwen. Gemaakt van een hoogwaardige mix van polyester, polyamide en acryl, biedt deze trui een zacht en comfortabel gevoel, perfect voor dagelijks gebruik of meer casual chic gelegenheden.",in stock,new,52.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/witte-trui-kant-5?attribute_values=9,https://www.lou-marie.be/web/image/product.product/8/image_1920?unique=12ddefc,https://www.lou-marie.be/web/image/product.image/8/image_1920?unique=633d8b5,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,wit,one size,female,adult,kant,,,25 tot 40,Truien en vesten,aanbieding,
